player_id,player_name
201976,"Beverley, Patrick"
204021,"Bhullar, Sim"
76160,"Bianchi, Al"
76161,"Biasatti, Hank"
76162,"Bibby, Henry"
1710,"Bibby, Mike"
76163,"Biedenbach, Ed"
2740,"Biedrins, Andris"
76164,"Bielke, Don"
76165,"Bigelow, Bob"
1497,"Billups, Chauncey"
76166,"Bing, Dave"
76167,"Binion, Joe"
76168,"Bird, Jerry"
1449,"Bird, Larry"
76170,"Birdsong, Otis"
76171,"Bishop, Gale"
202687,"Biyombo, Bismack"
202357,"Bjelica, Nemanja"
76172,"Blab, Uwe"
76173,"Black, Charlie"
76174,"Black, Norman"
204028,"Black, Tarik"
76175,"Black, Tom"
76176,"Blackman, Rolando"
76180,"Blackwell, Alex"
76177,"Blackwell, Cory"
1806,"Blackwell, James"
76179,"Blackwell, Nate"
201971,"Blair, DeJuan"
2581,"Blake, Steve"
202392,"Blakely, Marqus"
200807,"Blalock, Will"
76182,"Blaney, George"
76183,"Blanks, Lance"
76184,"Blanton, Ricky"
101154,"Blatche, Andray"
302,"Blaylock, Mookie"
202339,"Bledsoe, Eric"
76186,"Blevins, Leon"
76187,"Block, John"
76188,"Bloom, Mike"
916,"Blount, Corie"
1548,"Blount, Mark"
203505,"Blue, Vander"
76189,"Blume, Ray"
76190,"Bobb, Nelson"
2800,"Bobbitt, Tony"
76191,"Bockhorn, Arlen"
76192,"Boerwinkle, Tom"
2586,"Bogans, Keith"
202711,"Bogdanovic, Bojan"
177,"Bogues, Muggsy"
101106,"Bogut, Andrew"
1564,"Bohannon, Etdrick"
76195,"Bol, Manute"
76196,"Bolger, Bill"
76197,"Bolstorff, Doug"
76203,"Bon Salle, George H."
76198,"Bond, Phil"
1603,"Bond, Walter"
1121,"Boney, Dexter"
76201,"Bonham, Ron"
41,"Bonner, Anthony"
2588,"Bonner, Matt"
1626164,"Booker, Devin"
511,"Booker, Melvin"
202344,"Booker, Trevor"
200767,"Boone, Josh"
76204,"Boone, Ron"
1916,"Booth, Calvin"
1522,"Booth, Keith"
76206,"Boozer, Bob"
2430,"Boozer, Carlos"
2414,"Borchardt, Curtis"
76207,"Bornheimer, Jake"
1953,"Borrell, Lazaro"
76209,"Borsavage, Costic"
76210,"Boryla, Vince"
2547,"Bosh, Chris"
76211,"Bostic, Jim"
76212,"Boston, Lawrence"
76213,"Boswell, Tom"
2257,"Boumtje-Boumtje, Ruben"
76214,"Boven, Don"
1898,"Bowdler, Cal"
1477,"Bowen, Bruce"
1763,"Bowen, Ryan"
194,"Bowie, Anthony"
76217,"Bowie, Sam"
1085,"Bowman, Ira"
76219,"Bowman, Nate"
671,"Boyce, Donnie"
76221,"Boyd, Dennis"
76222,"Boyd, Fred"
76223,"Boyd, Ken"
1863,"Boykins, Earl"
76224,"Boykoff, Harry"
76225,"Boynes, Winford"
200841,"Bozeman, Cedric"
76226,"Bracey, Steve"
202342,"Brackins, Craig"
76227,"Bradds, Gary"
76228,"Bradley, Alex"
76229,"Bradley, Alonzo"
202340,"Bradley, Avery"
76233,"Bradley, Bill"
76230,"Bradley, Charles"
76231,"Bradley, Dudley"
76232,"Bradley, Joe"
2214,"Bradley, Michael"
762,"Bradley, Shawn"
1361,"Bradtke, Mark"
66,"Bragg, Marques"
1765,"Braggs, Torraye"
1920,"Bramlett, A.J."
76237,"Branch, Adrian"
1882,"Brand, Elton"
210,"Brandon, Terrell"
76238,"Brannum, Bob"
76239,"Branson, Brad"
76240,"Branson, Jesse"
76241,"Brasco, Jim"
76242,"Bratz, Mike"
76243,"Braun, Carl"
160,"Breaux, Tim"
2452,"Bremer, J.R."
76245,"Brennan, Pete"
76246,"Brennan, Tom"
76247,"Breuer, Randy"
201147,"Brewer, Corey"
2249,"Brewer, Jamison"
76248,"Brewer, Jim"
76249,"Brewer, Ron"
200758,"Brewer, Ronnie"
2056,"Brezec, Primoz"
76250,"Brian, Frank"
783,"Brickowski, Frank"
76252,"Bridgeman, Junior"
76253,"Bridges, Bill"
76254,"Brightman, Al"
76255,"Brindley, Audley"
76256,"Brisker, John"
76257,"Bristow, Allan"
76258,"Britt, Tyrone"
76259,"Britt, Wayman"
76260,"Brittain, Mike"
76261,"Britton, David"
201972,"Brockman, Jon"
76262,"Brogan, Jim"
76263,"Brokaw, Gary"
76264,"Brookfield, Price"
201166,"Brooks, Aaron"
76265,"Brooks, Kevin"
202705,"Brooks, MarShon"
76266,"Brooks, Michael"
418,"Brooks, Scott"
2810,"Brown, Andre"
1626148,"Brown, Anthony"
76284,"Brown, Bob"
201628,"Brown, Bobby"
359,"Brown, Chucky"
2245,"Brown, Damone"
76270,"Brown, Darrell"
244,"Brown, Dee"
200793,"Brown, Dee"
201974,"Brown, Derrick"
2484,"Brown, Devin"
2081,"Brown, Ernest"
76272,"Brown, Fred"
76273,"Brown, George"
1871,"Brown, Gerald"
76275,"Brown, Harold"
203913,"Brown, Jabari"
76276,"Brown, John"
2208,"Brown, Kedrick"
2198,"Brown, Kwame"
76278,"Brown, Leon"
76279,"Brown, Lewis"
203485,"Brown, Lorenzo"
992,"Brown, Marcus"
203900,"Brown, Markel"
1479,"Brown, Mike"
76277,"Brown, Myron"
136,"Brown, P.J."
753,"Brown, Randy"
76282,"Brown, Raymond"
76283,"Brown, Rickey"
76286,"Brown, Roger"
200769,"Brown, Shannon"
76285,"Brown, Stan"
2357,"Brown, Tierre"
76268,"Brown, Tony"
76287,"Browne, Jim"
76288,"Brundy, Stanley"
1594,"Brunson, Rick"
76289,"Bryant, Emmette"
76290,"Bryant, Joe"
977,"Bryant, Kobe"
95,"Bryant, Mark"
76291,"Bryant, Wallace"
76292,"Bryn, Torgeir"
76293,"Buckhalter, Joe"
76294,"Bucknall, Steve"
76295,"Buckner, Cleveland"
1761,"Buckner, Greg"
76296,"Buckner, Quinn"
76297,"Budd, Dave"
201978,"Budinger, Chase"
76298,"Budko, Walter"
146,"Buechler, Jud"
1934,"Buford, Rodney"
672,"Bullard, Matt"
203493,"Bullock, Reggie"
76300,"Bunch, Greg"
76301,"Bunt, Dick"
76302,"Buntin, Bill"
76303,"Burden, Luther"
2469,"Burke, Pat"
203504,"Burke, Trey"
76304,"Burkman, Roger"
202692,"Burks, Alec"
2766,"Burks, Antonio"
101207,"Burleson, Kevin"
76305,"Burleson, Tom"
76306,"Burmaster, Jack"
76307,"Burns, David"
76308,"Burns, Evers"
76309,"Burns, Jim"
197,"Burrell, Scott"
76311,"Burris, Art"
675,"Burrough, Junior"
76313,"Burrow, Bob"
76314,"Burton, Ed"
416,"Burton, Willie"
76316,"Burtt, Steve"
76317,"Buse, Don"
202221,"Butch, Brian"
76318,"Butcher, Donnie"
76319,"Butler, Al"
2406,"Butler, Caron"
202364,"Butler, Da'Sean"
76320,"Butler, Greg"
2866,"Butler, Jackie"
202710,"Butler, Jimmy"
348,"Butler, Mitchell"
2446,"Butler, Rasual"
202779,"Buycks, Dwight"
201182,"Byars, Derrick"
101115,"Bynum, Andrew"
101198,"Bynum, Will"
76321,"Byrnes, Marty"
76322,"Byrnes, Tommy"
76323,"Bytzura, Mike"
2560,"Cabarkapa, Zarko"
76324,"Cable, Barney"
203998,"Caboclo, Bruno"
679,"Caffey, Jason"
262,"Cage, Michael"
76326,"Calabrese, Gerry"
201979,"Calathes, Nick"
101181,"Calderon, Jose"
154,"Caldwell, Adrian"
76328,"Caldwell, Jim"
76329,"Caldwell, Joe"
203484,"Caldwell-Pope, Kentavious"
76331,"Calhoun, Bill"
76330,"Calhoun, Corky"
76332,"Calip, Demetrius"
76333,"Callahan, Tom"
76334,"Calloway, Rick"
76335,"Calverley, Ernie"
76336,"Calvin, Mack"
76337,"Cambridge, Dexter"
948,"Camby, Marcus"
922,"Campbell, Elden"
76338,"Campbell, Tony"
203477,"Canaan, Isaiah"
76339,"Cannon, Larry"
203991,"Capela, Clint"
202382,"Caracter, Derrick"
2073,"Cardinal, Brian"
76340,"Carl, Howie"
76341,"Carlisle, Chet"
2367,"Carlisle, Geno"
76342,"Carlisle, Rick"
76343,"Carlson, Al"
76344,"Carlson, Don"
76345,"Carney, Bob"
200760,"Carney, Rodney"
76346,"Carpenter, Bob"
156,"Carr, Antoine"
76348,"Carr, Austin"
713,"Carr, Chris"
1757,"Carr, Cory"
76350,"Carr, Kenny"
76351,"Carr, M.L."
76352,"Carrington, Bob"
201960,"Carroll, DeMarre"
76353,"Carroll, Joe Barry"
2679,"Carroll, Matt"
1131,"Carruth, Jimmy"
1853,"Carter, Anthony"
76355,"Carter, Butch"
76356,"Carter, Fred"
76357,"Carter, George"
76358,"Carter, Howard"
76359,"Carter, Jake"
2466,"Carter, Maurice"
76360,"Carter, Reggie"
76361,"Carter, Ron"
1713,"Carter, Vince"
203487,"Carter-Williams, Michael"
76362,"Cartwright, Bill"
76363,"Carty, Jay"
76364,"Cash, Cornelius"
208,"Cassell, Sam"
201956,"Casspi, Omri"
76365,"Catchings, Harvey"
767,"Catledge, Terry"
76367,"Catlett, Sid"
1509,"Cato, Kelvin"
76368,"Cattage, Bobby"
1626161,"Cauley-Stein, Willie"
190,"Causwell, Duane"
76370,"Cavenall, Ron"
76,"Ceballos, Cedric"
1911,"Celestand, John"
76373,"Cervi, Al"
2763,"Chalmers, Lionel"
201596,"Chalmers, Mario"
76374,"Chamberlain, Bill"
76375,"Chamberlain, Wilt"
76376,"Chambers, Jerry"
1472,"Chambers, Tom"
76378,"Champion, Mike"
2199,"Chandler, Tyson"
201163,"Chandler, Wilson"
76379,"Chaney, Don"
76380,"Chaney, John"
364,"Chapman, Rex"
76382,"Chappell, Len"
76383,"Charles, Ken"
76384,"Charles, Lorenzo"
384,"Cheaney, Calbert"
76385,"Cheeks, Maurice"
76386,"Chenier, Phil"
203805,"Cherry, Will"
76387,"Chievous, Derrick"
432,"Chilcutt, Pete"
2735,"Childress, Josh"
719,"Childress, Randolph"
164,"Childs, Chris"
76391,"Chollet, Leroy"
76392,"Chones, Jim"
76393,"Christ, Fred"
76394,"Christensen, Cal"
76395,"Christian, Bob"
57,"Christie, Doug"
202091,"Christmas, Dionte"
1626176,"Christmas, Rakeem"
203565,"Christopher, Patrick"
928,"Churchwell, Robert"
76397,"Clark, Archie"
76398,"Clark, Carlos"
201947,"Clark, Earl"
203546,"Clark, Ian"
1721,"Clark, Keon"
203903,"Clarkson, Jordan"
201964,"Claver, Victor"
1127,"Claxton, Charles"
2049,"Claxton, Speedy"
76402,"Cleamons, Jim"
2043,"Cleaves, Mateen"
76403,"Clemens, John"
76404,"Clifton, Nat"
76406,"Closs, Bill"
1569,"Closs, Keith"
76407,"Cloyd, Paul"
76408,"Cluggish, Marion"
76409,"Clyde, Ben"
76410,"Coffey, Richard"
76411,"Cofield, Fred"
715,"Coker, John"
202708,"Cole, Norris"
76412,"Coleman, Ben"
934,"Coleman, Derrick"
76413,"Coleman, E.C."
76414,"Coleman, Jack"
76415,"Coleman, Norris"
902,"Coles, Bimbo"
2044,"Collier, Jason"
76416,"Collins, Art"
76418,"Collins, Don"
76421,"Collins, Doug"
1530,"Collins, James"
2260,"Collins, Jarron"
2215,"Collins, Jason"
76419,"Collins, Jimmy"
200776,"Collins, Mardy"
202395,"Collins, Sherron"
201954,"Collison, Darren"
2555,"Collison, Nick"
76422,"Colone, Joe"
2173,"Colson, Sean"
306,"Colter, Steve"
76425,"Combs, Leroy"
76426,"Comegys, Dallas"
76427,"Comley, Larry"
76428,"Conley, Gene"
201144,"Conley, Mike"
76429,"Conlin, Ed"
55,"Conlon, Marty"
1626192,"Connaughton, Pat"
76431,"Conner, Lester"
76432,"Connors, Chuck"
101215,"Conroy, Will"
76433,"Cook, Anthony"
76434,"Cook, Bert"
76438,"Cook, Bobby"
2567,"Cook, Brian"
201161,"Cook, Daequan"
76435,"Cook, Darwin"
76436,"Cook, Jeff"
76437,"Cook, Norm"
2241,"Cook, Omar"
76439,"Cooke, David"
76440,"Cooke, Joe"
204022,"Cooley, Jack"
76442,"Cooper, Chuck"
1030,"Cooper, Duane"
76443,"Cooper, Joe"
76444,"Cooper, Michael"
76441,"Cooper, Wayne"
76446,"Copa, Tom"
203142,"Copeland, Chris"
76447,"Copeland, Hollis"
76448,"Copeland, Lanard"
895,"Corbin, Tyrone"
76450,"Corchiani, Chris"
76451,"Corley, Ken"
76452,"Corley, Ray"
76453,"Corzine, Dave"
76454,"Costello, Larry"
203955,"Cotton, Bryce"
76456,"Cotton, Jack"
1526,"Cotton, James"
76457,"Coughran, John"
76458,"Counts, Mel"
76459,"Courtin, Steve"
1432,"Courtney, Joe"
202408,"Cousin, Marcus"
202326,"Cousins, DeMarcus"
600003,"Cousy, Bob"
203496,"Covington, Robert"
76462,"Cowens, Dave"
76463,"Cox, John"
76464,"Cox, Johnny"
76465,"Cox, Wesley"
203459,"Crabbe, Allen"
1544,"Crawford, Chris"
76466,"Crawford, Freddie"
2037,"Crawford, Jamal"
201621,"Crawford, Joe"
202348,"Crawford, Jordan"
76468,"Creighton, Jim"
76469,"Crevier, Ron"
76470,"Crisler, Hal"
2343,"Crispin, Joe"
76471,"Criss, Charlie"
76472,"Crite, Winston"
201159,"Crittenton, Javaris"
76473,"Crocker, Dillard"
76474,"Crompton, Jeffrey"
76475,"Crosby, Terry"
1506,"Croshere, Austin"
76476,"Cross, Jeff"
76477,"Cross, Pete"
76478,"Cross, Russell"
76479,"Crossin, Francis"
180,"Crotty, John"
76481,"Crow, Mark"
76482,"Crowder, Corey"
203109,"Crowder, Jae"
76483,"Cummings, Pat"
187,"Cummings, Terry"
1907,"Cummings, Vonteego"
76487,"Cunningham, Billy"
201967,"Cunningham, Dante"
76485,"Cunningham, Dick"
203099,"Cunningham, Jared"
1061,"Cunningham, William"
76488,"Curcic, Radisav"
76489,"Cure, Armand"
940,"Cureton, Earl"
223,"Curley, Bill"
76492,"Curran, Fran"
209,"Curry, Dell"
2201,"Curry, Eddy"
201191,"Curry, JamesOn"
688,"Curry, Michael"
203552,"Curry, Seth"
201939,"Curry, Stephen"
687,"Cvetkovic, Rastko"
76505,"D'Antoni, Mike"
76496,"Dahler, Ed"
76497,"Dailey, Quintin"
2223,"Dalembert, Samuel"
76498,"Dallmar, Howie"
956,"Dampier, Erick"
76499,"Dampier, Lou"
76500,"Dandridge, Bob"
1498,"Daniels, Antonio"
2845,"Daniels, Erik"
1380,"Daniels, Lloyd"
2605,"Daniels, Marquis"
76502,"Daniels, Mel"
203584,"Daniels, Troy"
390,"Danilovic, Sasha"
76504,"Dantley, Adrian"
76506,"Darcey, Henry"
76507,"Darden, Jimmy"
212,"Dare, Yinka"
76509,"Dark, Jesse"
76511,"Darrow, Jimmy"
203540,"Datome, Gigi"
921,"Daugherty, Brad"
1600,"David, Kornel"
201176,"Davidson, Jermareo"
76514,"Davies, Bob"
203561,"Davies, Brandon"
203076,"Davis, Anthony"
213,"Davis, Antonio"
76515,"Davis, Aubrey"
1884,"Davis, Baron"
989,"Davis, Ben"
76538,"Davis, Bill"
76533,"Davis, Bob"
76516,"Davis, Brad"
76517,"Davis, Brian"
76518,"Davis, Charlie"
76519,"Davis, Charlie"
905,"Davis, Dale"
76521,"Davis, Double D"
202334,"Davis, Ed"
76522,"Davis, Edward"
1023,"Davis, Emanual"
201175,"Davis, Glen"
76523,"Davis, Harry"
93,"Davis, Hubert"
76524,"Davis, James"
76525,"Davis, Jim"
76526,"Davis, Johnny"
2668,"Davis, Josh"
707,"Davis, Mark"
76528,"Davis, Mark"
76529,"Davis, Mel"
76530,"Davis, Michael"
76531,"Davis, Mike"
76520,"Davis, Monti"
200781,"Davis, Paul"
76532,"Davis, Ralph"
1729,"Davis, Ricky"
76534,"Davis, Ron"
426,"Davis, Terry"
76536,"Davis, Walt"
1453,"Davis, Walter"
203958,"Dawkins, Andre"
76539,"Dawkins, Darryl"
1008,"Dawkins, Johnny"
76541,"Dawkins, Paul"
1626183,"Dawson, Branden"
201286,"Dawson, Eric"
76542,"Dawson, Tony"
103,"Day, Todd"
201948,"Daye, Austin"
76543,"Daye, Darren"
201986,"De Colo, Nando"
76545,"DeBusschere, Dave"
692,"DeClercq, Andrew"
76551,"DeLong, Nate"
201942,"DeRozan, DeMar"
76562,"DeZonie, Hank"
76544,"Deane, Greg"
203473,"Dedmon, Dewayne"
76546,"Dees, Archie"
143,"Dehere, Terry"
76548,"Dehnert, Red"
1626155,"Dekker, Sam"
219,"Del Negro, Vinny"
183,"Dele, Bison"
2568,"Delfino, Carlos"
960,"Delk, Tony"
203521,"Dellavedova, Matthew"
76552,"Dembo, Fennis"
76553,"Demic, Larry"
725,"Demps, Dell"
76555,"Dempsey, George"
2736,"Deng, Luol"
76556,"Dennard, Kenny"
76557,"Denning, Blaine"
202458,"Dentmon, Justin"
76558,"Denton, Randy"
76559,"Derline, Rod"
76560,"Deutsch, Dave"
76561,"Devlin, Walter"
76568,"DiGregorio, Ernie"
1760,"Dial, Derrick"
2564,"Diaw, Boris"
200821,"Diawara, Yakhouba"
200799,"Diaz, Guillermo"
2424,"Dickau, Dan"
2079,"Dickens, Kaniel"
76563,"Dickerson, Henry"
1722,"Dickerson, Michael"
76564,"Dickey, Derrek"
76565,"Dickey, Dick"
101143,"Diener, Travis"
203476,"Dieng, Gorgui"
76566,"Dierking, Connie"
76567,"Dietrick, Coby"
76569,"Dillard, Mickey"
76570,"Dille, Bob"
76571,"Dillon, John"
76574,"Dinkins, Byron"
76575,"Dinkins, Jackie"
76576,"Dinwiddie, Bill"
203915,"Dinwiddie, Spencer"
101113,"Diogu, Ike"
2205,"Diop, DeSagana"
76577,"Dischinger, Terry"
76578,"Diute, Fred"
124,"Divac, Vlade"
2413,"Dixon, Juan"
1059,"Djordjevic, Aleksandar"
76580,"Dodd, Earl"
1720,"Doleac, Michael"
76581,"Dolhon, Joe"
76582,"Doll, Bob"
76583,"Donaldson, James"
76584,"Donham, Bob"
76586,"Donovan, Billy"
76585,"Donovan, Harry"
2039,"Dooling, Keyon"
76587,"Dorsey, Jacky"
201595,"Dorsey, Joey"
200763,"Douby, Quincy"
76588,"Douglas, Bruce"
76589,"Douglas, John"
76590,"Douglas, Leon"
428,"Douglas, Sherman"
201962,"Douglas, Toney"
201604,"Douglas-Roberts, Chris"
76592,"Dove, Lloyd"
202220,"Dowdell, Zabian"
76593,"Downey, Bill"
76594,"Downing, Steve"
76595,"Doyle, Danny"
76596,"Dozier, Terry"
201609,"Dragic, Goran"
204054,"Dragic, Zoran"
1068,"Dreiling, Greg"
1724,"Drew, Bryce"
76598,"Drew, John"
76599,"Drew, Larry"
203580,"Drew, Larry"
17,"Drexler, Clyde"
1041,"Driggers, Nate"
76603,"Driscoll, Terry"
1542,"Drobnjak, Predrag"
76604,"Drollinger, Ralph"
203083,"Drummond, Andre"
76623,"DuVal, Dennis"
76605,"Duckett, Dick"
404,"Duckworth, Kevin"
76607,"Dudley, Charles"
201,"Dudley, Chris"
201162,"Dudley, Jared"
76608,"Duerod, Terry"
76609,"Duffy, Bob"
76610,"Duffy, Bob"
2768,"Duhon, Chris"
1626251,"Dukan, Duje"
76611,"Dukes, Walter"
247,"Dumars, Joe"
30,"Dumas, Richard"
434,"Dumas, Tony"
76615,"Duncan, Andy"
1495,"Duncan, Tim"
2399,"Dunleavy, Mike"
76616,"Dunleavy, Mike"
76617,"Dunn, Pat"
76618,"Dunn, T.R."
2648,"Dupree, Ronald"
201142,"Durant, Kevin"
76619,"Duren, John"
1090,"Durham, Pat"
76621,"Durrant, Devin"
76622,"Durrett, Ken"
76624,"Dwan, Jack"
76625,"Dykema, Craig"
76626,"Dyker, Gene"
202406,"Dyson, Jerome"
289,"Eackles, Ledell"
76628,"Eakins, Jim"
768,"Earl, Acie"
76630,"Earle, Ed"
203921,"Early, Cleanthony"
76631,"Eaton, Mark"
76632,"Eaves, Jerry"
202365,"Ebanks, Devin"
76633,"Ebben, Bill"
76634,"Eberhard, Al"
2569,"Ebi, Ndudi"
76635,"Eddie, Patrick"
76636,"Eddleman, Thomas"
76637,"Edelin, Kent"
76638,"Edmonson, Keith"
721,"Edney, Tyus"
76646,"Edwards, Bill"
898,"Edwards, Blue"
2451,"Edwards, Corsley"
346,"Edwards, Doug"
